annotation_id,annotator,created_at,duygu_label,hizmet_label,id,kullanım_label,lead_time,text,updated_at
3058.0,1.0,2024-08-05T12:38:59.173084Z,"[{""start"":22,""end"":26,""text"":""şarj"",""labels"":[""negative""]},{""start"":53,""end"":57,""text"":""şarj"",""labels"":[""negative""]}]",,18647.0,"[{""start"":22,""end"":26,""text"":""şarj"",""labels"":[""Pil Ömrü""]},{""start"":53,""end"":57,""text"":""şarj"",""labels"":[""Pil Ömrü""]}]",20.787,ürün alalı iki gün ol şarj sıra kırmızı ışık yan sön şarj takmadığımda boz anla garanti ver zorunda kal şaka,2024-08-05T12:38:59.173084Z
3059.0,1.0,2024-08-05T12:39:21.072638Z,"[{""start"":7,""end"":11,""text"":""para"",""labels"":[""negative""]},{""start"":80,""end"":85,""text"":""çakma"",""labels"":[""negative""]},{""start"":92,""end"":98,""text"":""satıcı"",""labels"":[""negative""]}]","[{""start"":7,""end"":11,""text"":""para"",""labels"":[""Fiyat""]},{""start"":80,""end"":85,""text"":""çakma"",""labels"":[""Orjinallik""]},{""start"":92,""end"":98,""text"":""satıcı"",""labels"":[""Satıcı""]}]",18648.0,,21.405,alınan para gram hak etmiyor 70 lira al kulaklık iyi ses gel vasat bir ürün san çakma başka satıcı al,2024-08-05T12:39:21.072638Z
3060.0,1.0,2024-08-05T12:40:58.693762Z,"[{""start"":13,""end"":16,""text"":""gel"",""labels"":[""negative""]},{""start"":17,""end"":21,""text"":""şarj"",""labels"":[""negative""]},{""start"":67,""end"":71,""text"":""iade"",""labels"":[""negative""]},{""start"":118,""end"":122,""text"":""para"",""labels"":[""negative""]}]","[{""start"":13,""end"":16,""text"":""gel"",""labels"":[""Teslimat ve Paketleme""]},{""start"":118,""end"":122,""text"":""para"",""labels"":[""Fiyat""]}]",18649.0,"[{""start"":17,""end"":21,""text"":""şarj"",""labels"":[""Pil Ömrü""]},{""start"":67,""end"":71,""text"":""iade"",""labels"":[""Performans""]}]",97.166,ürün sorunlu gel şarj almıyor kablo sorun gir arızalı kullanamadan iade et kontrol et satılmıyor ürün sonuç bir dünya para öde,2024-08-05T12:40:58.693762Z
3061.0,1.0,2024-08-05T12:50:54.026231Z,"[{""start"":0,""end"":17,""text"":""arama yap cızırtı"",""labels"":[""negative""]},{""start"":35,""end"":51,""text"":""iade yapmıyorlar"",""labels"":[""negative""]}]","[{""start"":35,""end"":51,""text"":""iade yapmıyorlar"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18650.0,"[{""start"":0,""end"":17,""text"":""arama yap cızırtı"",""labels"":[""Mikrofon kalitesi""]}]",594.861,arama yap cızırtı gel açılan paket iade yapmıyorlar garanti ver iste,2024-08-05T12:50:54.026231Z
3062.0,1.0,2024-08-05T12:51:15.531570Z,"[{""start"":70,""end"":84,""text"":""iade almadılar"",""labels"":[""negative""]},{""start"":89,""end"":96,""text"":""tavsiye"",""labels"":[""negative""]},{""start"":5,""end"":8,""text"":""ses"",""labels"":[""negative""]}]","[{""start"":70,""end"":84,""text"":""iade almadılar"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18651.0,"[{""start"":89,""end"":96,""text"":""tavsiye"",""labels"":[""Performans""]},{""start"":5,""end"":8,""text"":""ses"",""labels"":[""Ses kalitesi""]}]",20.905,ürün ses geç gel oyun değil kesinlikle ürün denemeden anla kutu çıkar iade almadılar hiç tavsiye etmem,2024-08-05T12:51:15.531570Z
3063.0,1.0,2024-08-05T12:51:30.015714Z,"[{""start"":6,""end"":11,""text"":""firma"",""labels"":[""negative""]}]","[{""start"":6,""end"":11,""text"":""firma"",""labels"":[""Satıcı""]}]",18652.0,,13.735,sakın firma ürün almayın sakın fatura üzerindeki bilgi le hak arayamıyorsunuz,2024-08-05T12:51:30.015714Z
3064.0,1.0,2024-08-05T12:51:39.182579Z,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""negative""]}]",,18653.0,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""Performans""]}]",8.432,ürün fatura 1 yıl atilmamis 1 ay yaz yollamıyorsunuz garanti yollayamıyorum yüz yollamıyorsunuz 1 ay yaz 1 ay,2024-08-05T12:51:39.182579Z
3065.0,1.0,2024-08-05T12:54:38.071212Z,"[{""start"":0,""end"":4,""text"":""şarj"",""labels"":[""positive""]},{""start"":55,""end"":58,""text"":""ses"",""labels"":[""negative""]},{""start"":69,""end"":76,""text"":""cızırtı"",""labels"":[""negative""]}]",,18654.0,"[{""start"":0,""end"":4,""text"":""şarj"",""labels"":[""Pil Ömrü""]},{""start"":55,""end"":58,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":69,""end"":76,""text"":""cızırtı"",""labels"":[""Ses kalitesi""]}]",178.147,şarj iyi şarkı çalmadığı zamanlar sağ kulaklık pıt pıt ses gel şarkı cızırtı ol,2024-08-05T12:54:38.071212Z
3066.0,1.0,2024-08-05T12:54:49.414353Z,"[{""start"":20,""end"":29,""text"":""göndermek"",""labels"":[""negative""]}]","[{""start"":20,""end"":29,""text"":""göndermek"",""labels"":[""Teslimat ve Paketleme""]}]",18655.0,,10.495,ürün siyah al pembe göndermek ne renk körü mü,2024-08-05T12:54:49.414353Z
3067.0,1.0,2024-08-05T12:55:05.885617Z,"[{""start"":11,""end"":15,""text"":""para"",""labels"":[""negative""]},{""start"":25,""end"":33,""text"":""orjinal "",""labels"":[""negative""]}]","[{""start"":11,""end"":15,""text"":""para"",""labels"":[""Fiyat""]},{""start"":25,""end"":33,""text"":""orjinal "",""labels"":[""Orjinallik""]}]",18656.0,,16.005,sakın boşa para vermeyin orjinal değil,2024-08-05T12:55:05.885617Z
3069.0,1.0,2024-08-05T14:50:06.169745Z,"[{""start"":95,""end"":100,""text"":""kargo"",""labels"":[""negative""]},{""start"":157,""end"":167,""text"":""geri yolla"",""labels"":[""negative""]}]","[{""start"":95,""end"":100,""text"":""kargo"",""labels"":[""Teslimat ve Paketleme""]},{""start"":157,""end"":167,""text"":""geri yolla"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18658.0,,546.342,al ürün 2 yıl garanti belge ol rağmen ürün iç çıkan jbl garanti belge garanti gönderemiyorum 2 kargo gönder ikisindede kulaklık bakmıyoruz garanti ait değil geri yolla yollamak gerek garanti yardımcı ol yorum düzelt,2024-08-05T14:50:06.169745Z
3070.0,1.0,2024-08-05T14:50:46.988693Z,"[{""start"":9,""end"":14,""text"":""çakma"",""labels"":[""negative""]},{""start"":15,""end"":23,""text"":""orijinal"",""labels"":[""negative""]},{""start"":76,""end"":79,""text"":""ses"",""labels"":[""negative""]},{""start"":99,""end"":102,""text"":""ses"",""labels"":[""negative""]},{""start"":126,""end"":130,""text"":""ürün"",""labels"":[""negative""]}]","[{""start"":9,""end"":14,""text"":""çakma"",""labels"":[""Orjinallik""]},{""start"":15,""end"":23,""text"":""orijinal"",""labels"":[""Orjinallik""]}]",18659.0,"[{""start"":76,""end"":79,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":99,""end"":102,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":126,""end"":130,""text"":""ürün"",""labels"":[""Performans""]}]",40.09,kulaklık çakma orijinal değil haber ol başka bir jbl karsilastirdigim büyük ses fark ara boğuk gel ses kesinlikle almayın leş ürün,2024-08-05T14:50:46.988693Z
3071.0,1.0,2024-08-05T14:51:22.041392Z,"[{""start"":3,""end"":8,""text"":""paket"",""labels"":[""negative""]},{""start"":16,""end"":20,""text"":""iade"",""labels"":[""negative""]},{""start"":46,""end"":49,""text"":""gel"",""labels"":[""neutral""]}]","[{""start"":3,""end"":8,""text"":""paket"",""labels"":[""Hijyen""]},{""start"":46,""end"":49,""text"":""gel"",""labels"":[""Teslimat ve Paketleme""]}]",18660.0,"[{""start"":16,""end"":20,""text"":""iade"",""labels"":[""Performans""]}]",34.368,aç paket gönder iade et ayrıca ürün şanlıurfa gel iade istanbul git soru işaret,2024-08-05T14:51:22.041392Z
3072.0,1.0,2024-08-05T14:51:47.306444Z,"[{""start"":13,""end"":34,""text"":""iade kabul etmiyorlar"",""labels"":[""negative""]}]","[{""start"":13,""end"":34,""text"":""iade kabul etmiyorlar"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18661.0,,24.675,cam ürün ver iade kabul etmiyorlar,2024-08-05T14:51:47.306444Z
3073.0,1.0,2024-08-05T14:52:27.519170Z,"[{""start"":26,""end"":29,""text"":""ses"",""labels"":[""negative""]},{""start"":59,""end"":62,""text"":""ses"",""labels"":[""negative""]},{""start"":87,""end"":90,""text"":""ses"",""labels"":[""negative""]},{""start"":186,""end"":189,""text"":""ses"",""labels"":[""negative""]},{""start"":221,""end"":224,""text"":""ses"",""labels"":[""negative""]}]",,18662.0,"[{""start"":26,""end"":29,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":59,""end"":62,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":87,""end"":90,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":186,""end"":189,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":221,""end"":224,""text"":""ses"",""labels"":[""Ses kalitesi""]}]",39.633,kulaklıgin sol tarafından ses gelmiyor actigimda sol taraf ses gelmedi tekrar dene iki ses gel sorun olmadigini dust sonraki gün tatil civar yan al yol dinlemek için actigimda sol taraf ses gelmedi aç kapa yapmama rağmen ses gelmedi ben kulakligi kapa kullan birak,2024-08-05T14:52:27.519170Z
3074.0,1.0,2024-08-05T14:52:36.584204Z,"[{""start"":0,""end"":3,""text"":""ses"",""labels"":[""negative""]},{""start"":13,""end"":16,""text"":""bas"",""labels"":[""negative""]}]",,18663.0,"[{""start"":0,""end"":3,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":13,""end"":16,""text"":""bas"",""labels"":[""Ses kalitesi""]}]",8.426,ses gelmiyor bas yok,2024-08-05T14:52:36.584204Z
3075.0,1.0,2024-08-05T14:52:50.067329Z,"[{""start"":6,""end"":10,""text"":""ürün"",""labels"":[""positive""]},{""start"":17,""end"":20,""text"":""boz"",""labels"":[""negative""]}]",,18664.0,"[{""start"":6,""end"":10,""text"":""ürün"",""labels"":[""Performans""]},{""start"":17,""end"":20,""text"":""boz"",""labels"":[""Performans""]}]",12.913,güzel ürün üç ay boz,2024-08-05T14:52:50.067329Z
3076.0,1.0,2024-08-05T14:53:06.116854Z,"[{""start"":35,""end"":40,""text"":""bağla"",""labels"":[""negative""]}]",,18665.0,"[{""start"":35,""end"":40,""text"":""bağla"",""labels"":[""Bağlantı kalitesi""]}]",15.455,ürünğ siz al 4 ay bir an bluetooth bağla git sıfırla aynı cihaz değiş aynı sorun ol,2024-08-05T14:53:06.116854Z
3077.0,1.0,2024-08-05T14:53:30.939289Z,"[{""start"":32,""end"":35,""text"":""kır"",""labels"":[""negative""]},{""start"":60,""end"":69,""text"":""parmak iz"",""labels"":[""negative""]},{""start"":87,""end"":94,""text"":""iade et"",""labels"":[""negative""]}]","[{""start"":32,""end"":35,""text"":""kır"",""labels"":[""Teslimat ve Paketleme""]},{""start"":60,""end"":69,""text"":""parmak iz"",""labels"":[""Hijyen""]}]",18666.0,"[{""start"":87,""end"":94,""text"":""iade et"",""labels"":[""Performans""]}]",24.267,kutu aç ez içindeki kor plastik kır kulaklık üst başkasının parmak iz rezalet gel geri iade et,2024-08-05T14:53:30.939289Z
3078.0,1.0,2024-08-05T14:53:40.875379Z,"[{""start"":5,""end"":11,""text"":""fatura"",""labels"":[""negative""]}]","[{""start"":5,""end"":11,""text"":""fatura"",""labels"":[""Satıcı""]}]",18667.0,,9.318,kötü fatura yollanmadı,2024-08-05T14:53:40.875379Z
3080.0,1.0,2024-08-05T14:54:02.697643Z,"[{""start"":11,""end"":14,""text"":""gel"",""labels"":[""negative""]},{""start"":15,""end"":19,""text"":""iade"",""labels"":[""negative""]},{""start"":30,""end"":36,""text"":""incele"",""labels"":[""negative""]}]","[{""start"":11,""end"":14,""text"":""gel"",""labels"":[""Teslimat ve Paketleme""]},{""start"":30,""end"":36,""text"":""incele"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18669.0,"[{""start"":15,""end"":19,""text"":""iade"",""labels"":[""Performans""]}]",18.808,ürün bozuk gel iade et 20 gün incele,2024-08-05T14:54:02.697643Z
3081.0,1.0,2024-08-05T14:57:22.983247Z,"[{""start"":61,""end"":73,""text"":""ulaşamıyorum"",""labels"":[""negative""]},{""start"":98,""end"":101,""text"":""ses"",""labels"":[""negative""]},{""start"":125,""end"":129,""text"":""para"",""labels"":[""negative""]},{""start"":138,""end"":148,""text"":""iade olmaz"",""labels"":[""negative""]}]","[{""start"":61,""end"":73,""text"":""ulaşamıyorum"",""labels"":[""İade sürecindeki müşteri hizmetleri""]},{""start"":125,""end"":129,""text"":""para"",""labels"":[""Fiyat""]},{""start"":138,""end"":148,""text"":""iade olmaz"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18670.0,"[{""start"":98,""end"":101,""text"":""ses"",""labels"":[""Ses kalitesi""]}]",199.702,merhaba dost kesinlikle almayın sanica 26 02 2024 ulaş çalış ulaşamıyorum kulaklığim 90 kar kalma ses kay müzik iç iç olarak para ziyaret iade olmaz hak helal etmiyorum kesi elektronik ürün asla denemeden almayınız,2024-08-05T14:57:22.983247Z
3082.0,1.0,2024-08-05T14:58:00.757827Z,"[{""start"":28,""end"":38,""text"":""ses dosari"",""labels"":[""negative""]},{""start"":54,""end"":57,""text"":""soy"",""labels"":[""negative""]},{""start"":62,""end"":67,""text"":""küçük"",""labels"":[""negative""]}]",,18671.0,"[{""start"":28,""end"":38,""text"":""ses dosari"",""labels"":[""Gürültü Önleyici""]},{""start"":54,""end"":57,""text"":""soy"",""labels"":[""Tasarım""]},{""start"":62,""end"":67,""text"":""küçük"",""labels"":[""Tasarım""]}]",37.051,ben tune500 bu varit iki bu ses dosari ver kulak isim soy çok küçük ustunç dust 9 ay diğeri 11 ay boz acilmiyor garanti belge 2,2024-08-05T14:58:00.757827Z
3083.0,1.0,2024-08-05T14:58:34.001223Z,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""negative""]},{""start"":21,""end"":24,""text"":""gel"",""labels"":[""negative""]},{""start"":25,""end"":31,""text"":""satıcı"",""labels"":[""negative""]},{""start"":56,""end"":62,""text"":""satıcı"",""labels"":[""negative""]}]","[{""start"":21,""end"":24,""text"":""gel"",""labels"":[""Teslimat ve Paketleme""]},{""start"":25,""end"":31,""text"":""satıcı"",""labels"":[""Satıcı""]},{""start"":56,""end"":62,""text"":""satıcı"",""labels"":[""Satıcı""]}]",18672.0,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""Performans""]}]",32.516,ürün bozuk olarak el gel satıcı bozuk ürün arka durmadı satıcı tavsiye etmiyorum,2024-08-05T14:58:34.001223Z
3084.0,1.0,2024-08-05T15:00:32.972550Z,"[{""start"":30,""end"":35,""text"":""bağla"",""labels"":[""positive""]},{""start"":0,""end"":5,""text"":""kargo"",""labels"":[""neutral""]},{""start"":71,""end"":80,""text"":""hışırtılı"",""labels"":[""negative""]},{""start"":125,""end"":129,""text"":""iade"",""labels"":[""negative""]},{""start"":163,""end"":169,""text"":""satıcı"",""labels"":[""negative""]},{""start"":191,""end"":202,""text"":""iade reddet"",""labels"":[""negative""]}]","[{""start"":0,""end"":5,""text"":""kargo"",""labels"":[""Teslimat ve Paketleme""]},{""start"":163,""end"":169,""text"":""satıcı"",""labels"":[""Satıcı""]},{""start"":191,""end"":202,""text"":""iade reddet"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18673.0,"[{""start"":30,""end"":35,""text"":""bağla"",""labels"":[""Bağlantı kalitesi""]},{""start"":71,""end"":80,""text"":""hışırtılı"",""labels"":[""Ses kalitesi""]},{""start"":125,""end"":129,""text"":""iade"",""labels"":[""Performans""]}]",118.193,kargo al aç bluetooth telefon bağla youtube bir video aç ses sol taraf hışırtılı i aynı şekil paket görsel resim sorun belir iade et iade kargo 1 saat ben kal ver satıcı kullanıcı hata deyip iade reddet uyar mağdur olmamak belir iste,2024-08-05T15:00:32.972550Z
3086.0,1.0,2024-08-05T15:01:58.809033Z,"[{""start"":67,""end"":73,""text"":""hijyen"",""labels"":[""positive""]},{""start"":107,""end"":115,""text"":""geri gel"",""labels"":[""negative""]}]","[{""start"":67,""end"":73,""text"":""hijyen"",""labels"":[""Hijyen""]},{""start"":107,""end"":115,""text"":""geri gel"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18675.0,,53.844,tek yıldız vermemin sebep kulaklık sipariş kullanilmamis ol rağmen hijyen sebep iade kabul etmediler kargo geri gel deprem ol adres terk et zorunda kal bir süre yeniden yolla kargo ara trendyol iletişime geç ücret iade talep et kargo tekrar ayni,2024-08-05T15:01:58.809033Z
3087.0,1.0,2024-08-05T15:02:44.881299Z,"[{""start"":15,""end"":21,""text"":""gönder"",""labels"":[""negative""]},{""start"":22,""end"":33,""text"":""iade reddet"",""labels"":[""negative""]}]","[{""start"":15,""end"":21,""text"":""gönder"",""labels"":[""Teslimat ve Paketleme""]},{""start"":22,""end"":33,""text"":""iade reddet"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18676.0,,17.298,bozuk kulaklık gönder iade reddet ürün el patla,2024-08-05T15:02:44.881299Z
3088.0,1.0,2024-08-05T15:03:10.647045Z,"[{""start"":0,""end"":8,""text"":""kulaklık"",""labels"":[""positive""]},{""start"":19,""end"":25,""text"":""satıcı"",""labels"":[""negative""]}]","[{""start"":19,""end"":25,""text"":""satıcı"",""labels"":[""Satıcı""]}]",18677.0,"[{""start"":0,""end"":8,""text"":""kulaklık"",""labels"":[""Performans""]}]",31.393,kulaklık gayet iyi satıcı süre ürün tüken yaz yalan söyle,2024-08-05T15:03:22.846204Z
3089.0,1.0,2024-08-05T15:04:10.229123Z,"[{""start"":11,""end"":17,""text"":""satıcı"",""labels"":[""negative""]},{""start"":68,""end"":71,""text"":""gel"",""labels"":[""negative""]},{""start"":72,""end"":79,""text"":""batarya"",""labels"":[""negative""]},{""start"":83,""end"":87,""text"":""şarj"",""labels"":[""negative""]},{""start"":44,""end"":56,""text"":""iade almıyor"",""labels"":[""negative""]}]","[{""start"":11,""end"":17,""text"":""satıcı"",""labels"":[""Satıcı""]},{""start"":68,""end"":71,""text"":""gel"",""labels"":[""Teslimat ve Paketleme""]},{""start"":44,""end"":56,""text"":""iade almıyor"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18678.0,"[{""start"":72,""end"":79,""text"":""batarya"",""labels"":[""Pil Ömrü""]},{""start"":83,""end"":87,""text"":""şarj"",""labels"":[""Pil Ömrü""]}]",45.114,kesinlikle satıcı almayın bozuk ürün gönder iade almıyor ürün bozuk gel batarya öl şarj olmuyor çocuk karne diye al ucuz birşey değil allah havale et,2024-08-05T15:04:10.229123Z
3090.0,1.0,2024-08-05T15:05:15.628579Z,"[{""start"":38,""end"":41,""text"":""gel"",""labels"":[""negative""]},{""start"":59,""end"":69,""text"":""ses kalite"",""labels"":[""positive""]},{""start"":198,""end"":201,""text"":""ses"",""labels"":[""negative""]},{""start"":96,""end"":100,""text"":""ürün"",""labels"":[""negative""]}]","[{""start"":38,""end"":41,""text"":""gel"",""labels"":[""Teslimat ve Paketleme""]}]",18679.0,"[{""start"":59,""end"":69,""text"":""ses kalite"",""labels"":[""Ses kalitesi""]},{""start"":198,""end"":201,""text"":""ses"",""labels"":[""Ses kalitesi""]},{""start"":96,""end"":100,""text"":""ürün"",""labels"":[""Performans""]}]",64.79,heyecan beklememe rağmen ürün arızalı gel gerçek moral boz ses kalite konu bir sorun yok gönder ürün arızalıydı müzik dinle bir sıkıntı yok müzik bit kulaklık boşta kal sağ kulaklık dur tık tık tık ses gel başla dayanılamaz hal gel azından,2024-08-05T15:05:15.628579Z
3093.0,1.0,2024-08-05T15:05:44.699439Z,"[{""start"":11,""end"":16,""text"":""fiyat"",""labels"":[""negative""]}]","[{""start"":11,""end"":16,""text"":""fiyat"",""labels"":[""Fiyat""]}]",18682.0,,8.298,bil pahalı fiyat sat başka renk gönder,2024-08-05T15:05:44.699439Z
3094.0,1.0,2024-08-05T15:05:57.435940Z,"[{""start"":40,""end"":51,""text"":""bağlanmıyor"",""labels"":[""negative""]}]",,18683.0,"[{""start"":40,""end"":51,""text"":""bağlanmıyor"",""labels"":[""Bağlantı kalitesi""]}]",12.081,iki buçuk ay ol alalı arıza ver telefon bağlanmıyor garanti göndericem,2024-08-05T15:05:57.435940Z
3095.0,1.0,2024-08-05T15:06:19.934583Z,"[{""start"":4,""end"":7,""text"":""jbl"",""labels"":[""negative""]}]",,18684.0,"[{""start"":4,""end"":7,""text"":""jbl"",""labels"":[""Performans""]}]",21.945,jbl jbl de al 3 4 ay götür boz,2024-08-05T15:06:19.934583Z
3096.0,1.0,2024-08-05T15:06:39.804134Z,"[{""start"":0,""end"":5,""text"":""fiyat"",""labels"":[""negative""]},{""start"":56,""end"":68,""text"":""mevcut değil"",""labels"":[""negative""]}]","[{""start"":0,""end"":5,""text"":""fiyat"",""labels"":[""Fiyat""]},{""start"":56,""end"":68,""text"":""mevcut değil"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18685.0,,19.276,fiyat fark öde siyah al mavi gönder değişim talep et el mevcut değil de memnun kalmadım,2024-08-05T15:06:39.804134Z
3097.0,1.0,2024-08-05T15:08:25.070330Z,"[{""start"":82,""end"":88,""text"":""satıcı"",""labels"":[""negative""]},{""start"":127,""end"":153,""text"":""mağduriyet telafi edilmedi"",""labels"":[""negative""]}]","[{""start"":82,""end"":88,""text"":""satıcı"",""labels"":[""Satıcı""]},{""start"":127,""end"":153,""text"":""mağduriyet telafi edilmedi"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18686.0,,104.663,gerçek inanılmaz bir durum kargo el ulaş kullanım de düş almayın bir kullanamadık satıcı kaynaklı ol rağmen iade yad bir şekil mağduriyet telafi edilmedi,2024-08-05T15:08:25.070330Z
3098.0,1.0,2024-08-05T15:08:43.710003Z,"[{""start"":0,""end"":6,""text"":""satıcı"",""labels"":[""negative""]}]","[{""start"":0,""end"":6,""text"":""satıcı"",""labels"":[""Satıcı""]}]",18687.0,,18.021,satıcı iletişim sıfır yanlış fatura kes düzel kere uğraş wp hat azar,2024-08-05T15:08:43.710003Z
3099.0,1.0,2024-08-05T15:08:51.545652Z,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""negative""]}]",,18688.0,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""Performans""]}]",7.248,ürün üst taraf açılma yap,2024-08-05T15:08:51.545652Z
3100.0,1.0,2024-08-05T15:09:24.715232Z,"[{""start"":14,""end"":18,""text"":""şarj"",""labels"":[""negative""]},{""start"":35,""end"":39,""text"":""ürün"",""labels"":[""negative""]},{""start"":74,""end"":83,""text"":""geri evir"",""labels"":[""negative""]}]","[{""start"":74,""end"":83,""text"":""geri evir"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18689.0,"[{""start"":14,""end"":18,""text"":""şarj"",""labels"":[""Pil Ömrü""]},{""start"":35,""end"":39,""text"":""ürün"",""labels"":[""Performans""]}]",32.577,kullakl8ğiniz şarj almıyor kusurlu ürün gönder bide biz kaynaklı değil de geri evir nasıl iş tip,2024-08-05T15:09:24.715232Z
3101.0,1.0,2024-08-05T15:10:06.160562Z,"[{""start"":16,""end"":23,""text"":""tavsiye"",""labels"":[""negative""]},{""start"":34,""end"":38,""text"":""ürün"",""labels"":[""negative""]},{""start"":90,""end"":102,""text"":""kabul etmedi"",""labels"":[""negative""]},{""start"":165,""end"":179,""text"":""iade yapılmadı"",""labels"":[""negative""]},{""start"":191,""end"":195,""text"":""ürün"",""labels"":[""negative""]}]","[{""start"":90,""end"":102,""text"":""kabul etmedi"",""labels"":[""İade sürecindeki müşteri hizmetleri""]},{""start"":165,""end"":179,""text"":""iade yapılmadı"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18690.0,"[{""start"":16,""end"":23,""text"":""tavsiye"",""labels"":[""Performans""]},{""start"":34,""end"":38,""text"":""ürün"",""labels"":[""Performans""]},{""start"":191,""end"":195,""text"":""ürün"",""labels"":[""Performans""]}]",40.813,ürün kesinlikle tavsiye etmiyorum ürün çalışmıyor vaziyet gel üstelik iade talep trendyol kabul etmedi teknik servis süründürmeye çalış sıkıntılı bir süre yaşa para iade yapılmadı çalışmayan ürün tekrar gönder şaka ürün teslim al tuş çalışmıyordu açma,2024-08-05T15:10:06.160562Z
3102.0,1.0,2024-08-05T15:10:18.157883Z,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""negative""]},{""start"":36,""end"":51,""text"":""iade almıyorlar"",""labels"":[""negative""]}]","[{""start"":36,""end"":51,""text"":""iade almıyorlar"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18691.0,"[{""start"":0,""end"":4,""text"":""ürün"",""labels"":[""Performans""]}]",11.386,ürün calişmiyor bozuk sakin almayın iade almıyorlar,2024-08-05T15:10:18.157883Z
3103.0,1.0,2024-08-05T15:10:53.795417Z,"[{""start"":22,""end"":26,""text"":""ürün"",""labels"":[""negative""]},{""start"":65,""end"":80,""text"":""kabul etmediler"",""labels"":[""negative""]},{""start"":47,""end"":51,""text"":""iade"",""labels"":[""negative""]}]","[{""start"":65,""end"":80,""text"":""kabul etmediler"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18692.0,"[{""start"":22,""end"":26,""text"":""ürün"",""labels"":[""Performans""]},{""start"":47,""end"":51,""text"":""iade"",""labels"":[""Performans""]}]",28.781,ege bir yer gel bozuk ürün gönder kullanamadan iade ettiğim ürün kabul etmediler,2024-08-05T15:10:53.795417Z
3104.0,1.0,2024-08-05T15:12:15.146402Z,"[{""start"":35,""end"":39,""text"":""ürün"",""labels"":[""negative""]},{""start"":40,""end"":44,""text"":""iade"",""labels"":[""negative""]},{""start"":53,""end"":65,""text"":""talep reddet"",""labels"":[""negative""]},{""start"":119,""end"":123,""text"":""ürün"",""labels"":[""negative""]}]","[{""start"":53,""end"":65,""text"":""talep reddet"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18693.0,"[{""start"":35,""end"":39,""text"":""ürün"",""labels"":[""Performans""]},{""start"":40,""end"":44,""text"":""iade"",""labels"":[""Performans""]},{""start"":119,""end"":123,""text"":""ürün"",""labels"":[""Performans""]}]",80.704,sağ kulaklık sünger çık olarak gel ürün iade et iade talep reddet ürün teknik servis göndermem gerektiği söyle kusurlu ürün gönder sonra yine uğraş gerek trendyol elektronik eşya almamaya karar ver,2024-08-05T15:12:15.146402Z
3105.0,1.0,2024-08-05T15:12:48.009387Z,"[{""start"":19,""end"":26,""text"":""cızırtı"",""labels"":[""negative""]},{""start"":41,""end"":55,""text"":""kabul edilmedi"",""labels"":[""negative""]},{""start"":33,""end"":37,""text"":""iade"",""labels"":[""negative""]},{""start"":60,""end"":71,""text"":""geri gönder"",""labels"":[""negative""]}]","[{""start"":41,""end"":55,""text"":""kabul edilmedi"",""labels"":[""İade sürecindeki müşteri hizmetleri""]},{""start"":60,""end"":71,""text"":""geri gönder"",""labels"":[""İade sürecindeki müşteri hizmetleri""]}]",18694.0,"[{""start"":19,""end"":26,""text"":""cızırtı"",""labels"":[""Ses kalitesi""]},{""start"":33,""end"":37,""text"":""iade"",""labels"":[""Performans""]}]",32.234,ürün gel tek kulak cızırtı vardı iade et kabul edilmedi üst geri gönder ürün kutu parçala iademiz zorlaşıyor memnun kalmadım mağdur ol sadece,2024-08-05T15:12:48.009387Z
